1, 90328.000000
2, 92200.000000
3, 90328.000000
4, 160205.000000
5, 90328.000000
6, 92200.000000
7, 90328.000000
8, 319999.000000
9, 90328.000000
10, 92200.000000
11, 90328.000000
12, 160205.000000
13, 90328.000000
14, 92200.000000
15, 90328.000000
16, 639702.000000
17, 90328.000000
18, 92200.000000
19, 90328.000000
20, 160205.000000
21, 90328.000000
22, 92200.000000
23, 90328.000000
24, 319999.000000
25, 90328.000000
26, 92200.000000
27, 90328.000000
28, 160205.000000
29, 90328.000000
30, 92200.000000
31, 90328.000000
32, 1278998.000000
33, 90328.000000
34, 92200.000000
35, 90328.000000
36, 160205.000000
37, 90328.000000
38, 92200.000000
39, 90328.000000
40, 319999.000000
41, 90328.000000
42, 92200.000000
43, 90328.000000
44, 160205.000000
45, 90328.000000
46, 92200.000000
47, 90328.000000
48, 639702.000000
49, 90328.000000
50, 92200.000000
51, 90328.000000
52, 160205.000000
53, 90328.000000
54, 92200.000000
55, 90328.000000
56, 319999.000000
57, 90328.000000
58, 92200.000000
59, 90328.000000
60, 160205.000000
61, 90328.000000
62, 92200.000000
63, 90328.000000
64, 639702.000000
